ID,Organization,Sub Organization,Date,Year,Type,Org Type,Document Title,Author,Website Link,Data Type
125,Vermont State Board of Education,Act 173 Advisory Group,6/6/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda-June 6, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Agenda_06-06-22.pdf,PDF
126,Vermont State Board of Education,Act 173 Advisory Group,4/4/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda: April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Final%20Agenda_04-04-22.pdf,PDF
127,Vermont State Board of Education,Act 173 Advisory Group,12/5/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda: December 5, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-agenda-12-05-2022.pdf,PDF
128,Vermont State Board of Education,Act 173 Advisory Group,12/5/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda: December 5, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-agenda-12-05-2022.pdf,PDF
129,Vermont State Board of Education,Act 173 Advisory Group,2/6/2023,2023,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda: February 6, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-agenda-02-06-2023.pdf,PDF
130,Vermont State Board of Education,Act 173 Advisory Group,9/12/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting Agenda: September 12, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-agenda-09-12-22.pdf,PDF
131,Vermont State Board of Education,Act 173 Advisory Group,4/4/2022,2022,Meeting Minutes,Executive,"Act 173 Advisory Group Meeting Minutes: April 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Draft%20Minutes-04-04-2022.pdf,PDF
132,Vermont State Board of Education,Act 173 Advisory Group,10/3/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting: Agenda October 3, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-agenda-10-3-2022.pdf,PDF
133,Vermont State Board of Education,Act 173 Advisory Group,12/5/2022,2022,,Executive,"Act 173 Advisory Group Meeting: December 5, 2022.  Memo from Secretary French: Review of Flexibility in Technical Guidance",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-review-of-flexibility-technical-guidance-10-03-22.pdf,PDF
134,Vermont State Board of Education,Act 173 Advisory Group,3/13/2022,2022,Agenda,Executive,"Act 173 Advisory Group Meeting: March 13, 2023.  Act 173 Advisory Group Agenda: March 13, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-final-agenda-03-13-2023.pdf,PDF
135,Vermont State Board of Education,Act 173 Advisory Group,2/6/2023,2023,Meeting Minutes,Executive,"Act 173 Advisory Group Meeting: March 13, 2023.  Act 173 Advisory Group Draft Meeting Minutes: February 6, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-draft-minutes-02-06-23.pdf,PDF
136,Vermont State Board of Education,Act 173 Advisory Group,5/1/2023,2023,Agenda,Executive,"Act 173 Advisory Group Meeting: May 1, 2023.  Act 173 Advisory Group Agenda: May 1, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group--agenda-05-01-2023.pdf,PDF
404,Vermont Biz,,,,Article,Media,,,https://vermontbiz.com/news/2022/february/11/brigham-decision-shared-responsibility-funding-education,WP
139,Vermont State Board of Education,Act 173 Advisory Group,5/2/2022,2022,,Executive,"Act 173 Advisory Group Meeting: May 2, 2022Questions and Answers on draft MOE Documentation Technical Guide",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20AG%20Questions-May%202%202022.pdf,PDF
140,Vermont State Board of Education,Act 173 Advisory Group,9/12/2022,2022,,Executive,"Act 173 Advisory Group Meeting: September 12, 2022  Act 173 Advisory Group VTmtss Survey Report Presentation",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20AG%20VTmtss%20Survey%20Report%20Presentation-9-12-22.pdf,PDF
141,Vermont State Board of Education,Act 173 Advisory Group,9/12/2022,2022,,Executive,"Act 173 Advisory Group Meeting: September 12, 2022  Responses to public comments on the Draft Technical Manual For Use and Accounting of IDEA Part B Entitlement Grants and Draft Technical Manual for Documenting Maintenance of Effort",,https://education.vermont.gov/sites/aoe/files/documents/edu-Responses-To-Public-Comment-Draft-Technical-Manuals.pdf,PDF
142,Vermont State Board of Education,Act 173 Advisory Group,9/12/2022,2022,,Executive,"Act 173 Advisory Group Meeting: September 12, 2022.  Act 173 Advisory Group Workplan",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Workplan%2022-23.pdf,PDF
143,Vermont State Board of Education,Act 173 Advisory Group,2/7/2022,2022,,Executive,"Act 173 Advisory Group Memo from Simmons to State Board Committee and Act 173 Advisory Group re: Rule 2229.4  February 7, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Memo%20to%20SBE%20Committee%20and%20Act%20173%20AG-Proposal%20for%20Rule%202229.4.pdf,PDF
144,Vermont State Board of Education,Act 173 Advisory Group,11/4/2019,2019,,Executive,"Act 173 Advisory Group Revised Version 3 - Rule 1300 - Agency of Education's Proposed State Rules for Special Education Finance and Census Based Funding November 4, 2019",,https://education.vermont.gov/sites/aoe/files/documents/SPED%20Finance%20and%20Census-based%20funding_Rule%201300_v.3_revised%2011.1.19.pdf,PDF
407,Vermont Coalition for Disability Rights,,,,,NGO,,,https://vcdr.org/,WP
146,Vermont State Board of Education,Act 173 Advisory Group,2/3/2020,2020,,Executive,"Act 173 Advisory Group Rule Series 1300 - Side by Side February 3, 2020",,https://education.vermont.gov/sites/aoe/files/documents/Rule%20Series%201300%20Side%20by%20Side-02-03-2020.pdf,PDF
147,Vermont State Board of Education,Act 173 Advisory Group,3/3/2022,2022,,Executive,Act 173 Advisory Group Rule Series 2229 Enrollment Provisions.  03-03-22,,https://education.vermont.gov/sites/aoe/files/documents/Act%20173-Rule%202229%20Enrollment%20Provisions%20Updated-2-16-2022.pdf,PDF
148,Vermont State Board of Education,Act 173 Advisory Group,11/2/2020,2020,,Executive,"Act 173 Advisory Group Rules Series 2200 Stakeholder Draft for Act 173 November 2, 2020 Meeting",,https://education.vermont.gov/sites/aoe/files/documents/Rules%20Series%202200%20Stakeholder%20Draft%20with%20Strikethroughs-Act%20173%20Advisory%20Group%20Meeting-11-2-2020.pdf,PDF
149,Vermont State Board of Education,Act 173 Advisory Group,2/6/2023,2023,,Executive,Act 173 Advisory Group Schedule of Meetings for 2023 Feb 6/2023),,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-meeting-schedule-2023.pdf,PDF
150,Vermont State Board of Education,Act 173 Advisory Group,3/3/2022,2022,Agenda,Executive,Act 173 Advisory Group Special Meeting Agenda - 03-03-22,,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Special%20Meeting%20Agenda_03-03-22.pdf,PDF
151,Vermont State Board of Education,Act 173 Advisory Group,12/11/2019,2019,Agenda,Executive,"Act 173 Advisory Group Special Meeting Agenda - December 11, 2019",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Agenda-December%20Special%20Meeting-12-11-2019.pdf,PDF
152,Vermont State Board of Education,Act 173 Advisory Group,11/2/2020,2020,,Executive,"Act 173 Advisory Group Success by Six Presentation November 2, 2020 Meeting",,https://education.vermont.gov/sites/aoe/files/documents/Success%20By%206-Act173%20AG%20Meeting-11-2-2020.pdf,PDF
153,Vermont State Board of Education,Act 173 Advisory Group,2/3/2020,2020,,Executive,"Act 173 Advisory Group Summary of the AOE Revisions to 2360 February 3, 2020",,https://education.vermont.gov/sites/aoe/files/documents/Summary%20of%20the%20AOE%20revisions%20to%202360_updated-02-03-2020.pdf,PDF
154,Vermont State Board of Education,Act 173 Advisory Group,1/6/2020,2020,,Executive,"Act 173 Advisory Group UVM Presentation - Findings from Study of Pupil Weights in Vermont's Education Funding Formula  January 6, 2020",,https://education.vermont.gov/sites/aoe/files/documents/UVM%20Presentation%20to%20the%20Act%20173%20Advisory%20Group-Findings%20from%20Study%20of%20Pupil%20Weights%20in%20Vermont%E2%80%99s%20Education%20Funding_0.pdf,PDF
155,Vermont State Board of Education,Act 173 Advisory Group,11/4/2019,2019,,Executive,"Act 173 Advisory Group Vermont Advisory Council on Special Education to State Board of Education Chairman November 4, 2019",,https://education.vermont.gov/sites/aoe/files/documents/Letter%20from%20McAllister_VT%20Advisory%20Council%20on%20Special%20Education%20to%20Carroll-10-22-19.pdf,PDF
156,Vermont State Board of Education,Act 173 Advisory Group,2/3/2020,2020,,Executive,"Act 173 Advisory Group VISA Draft 2360-Series Rule Changes February 3, 2020",,https://education.vermont.gov/sites/aoe/files/documents/VISA%20Draft%202360-Series%20Rule%20Changes-2-3-2020.pdf,PDF
157,Vermont State Board of Education,Act 173 Advisory Group,1/6/2020,2020,,Executive,"Act 173 Advisory Group VSA-VPA Act 173 Professional Development Report January 6, 2020",,https://education.vermont.gov/sites/aoe/files/documents/VSA%20Act%20173%20Professional%20Development%20Report-1-2020.pdf,PDF
158,Vermont State Board of Education,Act 173 Advisory Group,2/6/2023,2023,,Executive,"Act 173 Advisory Group Work Plan: Updated February 6, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-work-plan-updated-02-06-2023.pdf,PDF
159,Vermont State Board of Education,Act 173 Advisory Group,2/7/2022,2022,Meeting Minutes,Executive,"Act 173 Advisory Group-Draft Meeting Minutes February 7, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Draft%20Minutes-02-07-2022.pdf,PDF
160,Vermont State Board of Education,Act 173 Advisory Group,1/3/2022,2022,,Executive,"Act 173 Advisory Group-Implementation Adjustment Worksheet. January 3, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Implementation%20Adjustment%20Worksheet-1-3-22.pdf,PDF
161,Vermont State Board of Education,Act 173 Advisory Group,1/3/2022,2022,,Executive,"Act 173 Advisory Group-Suggested Edits to Rule Series 2200-01-032-22. January 3, 2022",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group-Suggested%20Edits%20to%20Rule%20Series%202200-01-03-22.pdf,PDF
162,Vermont State Board of Education,Act 173 Advisory Group,10/4/2021,2021,Agenda,Executive,"Act 173 Advisory Group. Agenda. October 4, 2021",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Agenda_10-4-2021_0.pdf,PDF
163,Vermont State Board of Education,Act 173 Advisory Group,2/7/2022,2022,,Executive,"Act 173 Advisory Group. DRAFT: Using AOE Tools and Resources to Support Local-level Resources to Act 173 February 7, 2022",,https://education.vermont.gov/sites/aoe/files/documents/DRAFT-Using%20AOE%20Resources%20to%20Address%20LEA%20173%20Needs-02-07-22.pdf,PDF
164,Vermont State Board of Education,Act 173 Advisory Group,10/4/2021,2021,,Executive,"Act 173 Advisory Group. AOE Act 173 Update. October 4, 2021",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group-AOE%20Update-10-4-2021.pdf,PDF
165,Vermont State Board of Education,Act 173 Advisory Group,2/3/2020,2020,,Executive,"Act 173 Advisory Group. Local Comprehensive Assessment Systems - Act 173 Technical Guidance February 3, 2020",,https://education.vermont.gov/sites/aoe/files/documents/edu-local-comprehensive-assessment-systems-act173-technical-guidance_0.pdf,PDF
166,Vermont State Board of Education,Act 173 Advisory Group,3/4/2019,2019,Agenda,Executive,"Census-Based Funding Advisory Group Agenda - March 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Agenda_03-04-19.pdf,PDF
167,Vermont State Board of Education,Act 173 Advisory Group,5/6/2019,2019,Agenda,Executive,"Census-Based Funding Advisory Group Agenda - May 6, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20Advisory%20Group%20Agenda_05-06-19.pdf,PDF
168,Vermont State Board of Education,Act 173 Advisory Group,2/4/2019,2019,Agenda,Executive,"Census-Based Funding Advisory Group Agenda from February 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Agenda_02-04-19.pdf,PDF
169,Vermont State Board of Education,Act 173 Advisory Group,1/7/2019,2019,Agenda,Executive,"Census-Based Funding Advisory Group Agenda from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Agenda_01-07-18.pdf,PDF
195,Vermont State Board of Education,Census Based Funding Advisory Group,10/12/2018,2018,,Executive,"CBFAG - Full Group Minutes October 12,2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Draft%20Minutes-%2010-12-2018.pdf,PDF
196,Vermont State Board of Education,Census Based Funding Advisory Group,10/12/2018,2018,,Executive,"CBFAG - Professional Learning Sequence October 12,2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/CBFAG%20-%20Professional%20Learning%20Sequence%2012.Oct_.18.pdf,PDF
197,Vermont State Board of Education,Census Based Funding Advisory Group,10/12/2018,2018,,Executive,"CBFAG - Rulemaking Sub-Committee October 12,2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/CBFAG%20-%20Rulemaking%20Subcommittee%20Draft%20Minutes-10-12-18.pdf,PDF
198,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group  Memo from Tom Lovett, Twila Perry, Mark Tashjian and Bill Bugg to the Census Based Advisory Group  from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Memo%20from%20Lovett%20Tashjian%20Perry%20Bugg-Census%20Based%20Funding%20Advisory%20Group-1-7-2019.pdf,PDF
200,Vermont State Board of Education,Census Based Funding Advisory Group,3/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Act 173 AC VTmtss - PowerPoint March 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Act%20173%20AC%20VTmtss%20for%203.4.19.pdf,PDF
201,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group Agency of Education Update to the Census Based Funding Advisory Group from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/CBFAG%20AOE%20Presentation-1-7-19.pdf,PDF
202,Vermont State Board of Education,Census Based Funding Advisory Group,4/1/2019,2019,,Executive,"Census-Based Funding Advisory Group Approved Minutes from April 1, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes_04-01-2019.pdf,PDF
203,Vermont State Board of Education,Census Based Funding Advisory Group,2/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Approved Minutes from February 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes-%2002-04-2019.pdf,PDF
204,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group Approved Minutes from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes-%2001-07-2019.pdf,PDF
205,Vermont State Board of Education,Census Based Funding Advisory Group,3/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Approved Minutes from March 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes-03-04-19.pdf,PDF
206,Vermont State Board of Education,Census Based Funding Advisory Group,9/9/2018,2018,,Executive,"Census-Based Funding Advisory Group Approved Minutes from September 9, 2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes-%209-14-2018.pdf,PDF
207,Vermont State Board of Education,Census Based Funding Advisory Group,5/6/2019,2019,,Executive,"Census-Based Funding Advisory Group Approved Minutes May 6, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Approved%20Minutes%2005-06-2019.pdf,PDF
208,Vermont State Board of Education,Census Based Funding Advisory Group,4/1/2019,2019,,Executive,"Census-Based Funding Advisory Group Draft Minutes from April 1, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Draft%20Minutes-%2004-01-2019.pdf,PDF
209,Vermont State Board of Education,Census Based Funding Advisory Group,12/3/2018,2018,,Executive,"Census-Based Funding Advisory Group Draft Minutes from December 3, 2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Draft%20Minutes-%2012-03-2018.pdf,PDF
210,Vermont State Board of Education,Census Based Funding Advisory Group,2/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Draft Minutes from February 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Draft%20Minutes-%2002-04-2019.pdf,PDF
211,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group Draft Minutes from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Draft%20Minutes-%2001-07-2019.pdf,PDF
212,Vermont State Board of Education,Census Based Funding Advisory Group,3/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Draft Minutes from March 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20final%20Draft%20Minutes-03-04-19.pdf,PDF
213,Vermont State Board of Education,Census Based Funding Advisory Group,5/6/2019,2019,,Executive,"Census-Based Funding Advisory Group Draft Minutes from May 6, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Final%20Draft%20Minutes-%2005-06-2019.pdf,PDF
214,Vermont State Board of Education,Census Based Funding Advisory Group,9/14/2018,2018,,Executive,"Census-Based Funding Advisory Group Draft Minutes from September 14, 2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group%20Draft%20Minutes-%209-14-2018.pdf,PDF
215,Vermont State Board of Education,Census Based Funding Advisory Group,2/4/2019,2019,,Executive,"Census-Based Funding Advisory Group IDEA Fiscal - Part II PowerPoint February 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/IDEA_Fiscal_PartII%202.4.19.pdf,PDF
216,Vermont State Board of Education,Census Based Funding Advisory Group,12/3/2018,2018,Agenda,Executive,"Census-Based Funding Advisory Group Professional Learning Sequence Subcommittee Meeting Final Agenda December 3, 2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group_Professional%20Learning%20Sequence%20Subcommittee%20Meeting%20Final%20Agenda-12-3-18.pdf,PDF
217,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group Recommendation from VCSEA for Census Based Funding Advisory Group  from January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Recommendation%20for%20VCSEA%20for%20Census%20Based%20Funding%20Advisory%20Group-1-7-2019.pdf,PDF
218,Vermont State Board of Education,Census Based Funding Advisory Group,8/4/2022,2022,,Executive,"Census-Based Funding Advisory Group Report to House and Senate Committees on Education and the State Board of Education August 4, 2022",,https://education.vermont.gov/sites/aoe/files/documents/edu-new-legislative-report-act-173-advisory-group-2022.pdf,PDF
219,Vermont State Board of Education,Census Based Funding Advisory Group,1/1/2023,2023,,Executive,Census-Based Funding Advisory Group Report to the House and Senate Education Committees and State Board of Education - January 2023,,https://education.vermont.gov/sites/aoe/files/documents/edu-report-census-based-funding-advisory-group-20230113.pdf,PDF
220,Vermont State Board of Education,Census Based Funding Advisory Group,12/3/2018,2018,Agenda,Executive,"Census-Based Funding Advisory Group Rulemaking Subcommittee Meeting Final Agenda December 3, 2018 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Census%20Based%20Funding%20Advisory%20Group_Rulemaking%20Subcommittee%20Meeting%20Final%20Agenda-12-3-18.pdf,PDF
221,Vermont State Board of Education,Census Based Funding Advisory Group,2/4/2019,2019,,Executive,"Census-Based Funding Advisory Group Special Education Allowable Costs DRAFT February 4, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/Special%20Education%20Allowable%20Costs%20DRAFT.pdf,PDF
222,Vermont State Board of Education,Census Based Funding Advisory Group,1/7/2019,2019,,Executive,"Census-Based Funding Advisory Group Summary of Agency of Education's Proposed Changes to Act 173  January 7, 2019 (Act 173 Advisory Group)",,https://education.vermont.gov/sites/aoe/files/documents/CBFAG_Summary%20of%20AOE%20Proposed%20Changes%20to%20Act%20173.pdf,PDF
244,VERMONT LEGISLATIVE JOINT FISCAL OFFICE,,1/18/2020,2020,Education Finance Studies,Legislative,Pupil Weighting Factors Report,,,PDF
245,Vermont LEGISLATIVE JOINT FISCAL OFFICE,Task Force on the Implementation of the Pupil Weighting Factors Report,12/17/2021,2021,Education Finance Studies,Legislative,"Education Finance Studies: VERMONT LEGISLATIVE JOINT FISCAL OFFICE (Task Force on the Implementation of the Pupil Weighting Factors Report) DECEMBER 17, 2021",,https://ljfo.vermont.gov/assets/Uploads/e11b031427/Final-Report-Weighting-Study-Task-Force-12_17_21.pdf,PDF
255,Vermont LEGISLATIVE JOINT FISCAL OFFICE,,7/24/2019,2019,,NGO,"Federal Education Group - Draft Report on IDEA, Part B Spending and Related Fiscal Rules and their Potential Implications for the State of Vermont’s Act 173 Implementation July 24, 2019",,https://education.vermont.gov/sites/aoe/files/documents/Report%20on%20IDEA%20Spending%20Rules%20and%20Act%20173%20Implications%20rev%207%2018%2019.pdf,PDF
185,,,, 2014,,,"Aportela, Picus, Odden & Fermanich, 2014",,https://ljfo.vermont.gov/assets/docs/education/6c0f89d5c0/Picus-Odden-Assoc-Vermont-Adequacy-Proposal-1-28-15-2.pdf,PDF
419,,,, 2017,,,"Vermont State Board of Education Adopts Updated Technology Standards for Students November 27, 2017",,https://education.vermont.gov/sites/aoe/files/documents/edu-press-release-iste-standards-adoption.pdf,PDF
35,Vermont State Board of Education,Act 173 Advisory Group,, 2018,,Executive,Act 173 Advisory Group  2200 Series Rulemaking Required for Approved Independent Schools by Act 173 of 2018,,https://education.vermont.gov/sites/aoe/files/documents/VISA%20Presentation%20on%20Rules%20Series%202200%20-%20Act%20173%20AG%20Meeting-10-5-20.pdf,PDF
279,Vermont State Board of Education,,, 2018,,,"Legislative Report: Expanding and Strengthening Best-Practice Supports for Students Who Struggle: Preliminary Highlights for Discussion (DMG Report) January 10, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-legislative-report-dmg-expanding-and-strengthening-best-practice-supports-for-students-who-struggle.pdf,PDF
306,Census Based Funding Advisory Group,,, 2019,,,"Report of the Census-Based Funding Advisory Group - January 15, 2019",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-legislative-report-january-2019.pdf,PDF
403,,,, 2019,,,Vermont Annual State Application Under Part B of the Individuals with Disabilities Education Act as Amended in 2004 for Federal Fiscal Year 2019,,https://education.vermont.gov/sites/aoe/files/documents/edu-idea-part-b-app-2019.pdf,PDF
259,Vermont LEGISLATIVE JOINT FISCAL OFFICE,,, 2020,,,"FY23 Act 173 General Instructions for Section B September 1, 2020",,https://education.vermont.gov/sites/aoe/files/documents/edu-General-Instructions-and-Section-B-Instructions.pdf,PDF
258,Vermont LEGISLATIVE JOINT FISCAL OFFICE,,, 2021,,,"FY-2023 Act 173 Special Education Plan September 22, 2021",,https://education.vermont.gov/sites/aoe/files/documents/edu-memo-fy-2023-Act173-special-education-plan.pdf,PDF
308,Census Based Funding Advisory Group,,, 2021,,,"Report of the Census-Based Funding Advisory Group - January 8, 2021",,https://education.vermont.gov/sites/aoe/files/documents/edu-legislative-report-census-based-funding-advisory-group-january-2021.pdf,PDF
311,Task Force on Pupil Weighting,,10/22/2021,2021,,,Response to Questions Posed by the Task Force on Pupil Weighting,,https://ljfo.vermont.gov/assets/Uploads/6cd716da7e/memo-response-final-10_29_21.pdf,PDF
137,Vermont State Board of Education,Act 173 Advisory Group,, 2023,Meeting Minutes,Executive,"Act 173 Advisory Group Meeting: May 1, 2023.  Act 173 Advisory Group Draft Meeting Minutes: March 13, 2023",,https://education.vermont.gov/sites/aoe/files/documents/edu-act-173-advisory-group-final-agenda-03-13-2023_0.pdf,PDF
345,Vermont State Board of Education,,, 2023,,,State Board of Education Meetings for 2022 - 2023,,https://education.vermont.gov/sites/aoe/files/documents/Revised%20schedule%20of%20meetings%20for%20July%202022-June%202023.pdf,PDF
346,Vermont State Board of Education,,, 2024,,,State Board of Education Meetings for 2023 - 2024,,https://education.vermont.gov/sites/aoe/files/documents/Revised%20schedule%20of%20meetings%20for%20July%202023-June%202024.pdf,PDF
323,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Articles of Agreement: Orleans Southwest UESD November 30, 2018 (Act 46)",,https://education.vermont.gov/sites/aoe/files/documents/sbe-final-report-and-order-default-articles-orleans-southwest-uesd.pdf,PDF
324,Vermont State Board of Education,,5/31/2018,2018,,,"State Board of Education  Memo: Act 46 Schedule and Process  May 31, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-memo-act46-sbe-legislature-gov.pdf,PDF
325,Vermont State Board of Education,,1/24/2018,2018,,,"State Board of Education  Report on Act 46 of 2015 and Act 153 of 2010  January 24, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-legislative-report-act46-act153-merger-activity-2018.pdf,PDF
326,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Act 46 State Board of Education Final Order Map November 30, 2018",,https://education.vermont.gov/sites/aoe/files/documents/sbe-act-46-report-and-order-district-map.pdf,PDF
327,Vermont State Board of Education,,6/26/2018,2018,,,"State Board of Education Act 46: Modified Unified Union School Districts and their Non-Member Elementary Districts June 26, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-sbe-act46-mmusd-nmed-guidance.pdf,PDF
328,Vermont State Board of Education,,11/30/2018,2018,,,"State Board of Education Act 46: State Board of Education's Final Report of Decisions and Order November 30, 2018
",,https://education.vermont.gov/vermont-schools/school-governance/act-46-state-board-final-plan,PDF
329,Vermont State Board of Education,,6/5/2018,2018,,,"State Board of Education APPENDIX A Voluntary Mergers – July 1, 2015 through June 30, 2018  June 5, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-appendix-a-new-unified-districts.pdf,PDF
330,Vermont State Board of Education,,6/1/1028,1028,,,"State Board of Education Appendix F: Snapshots of Each Section 9 Proposal and Sec. 10 Conversation  June 1, 2018",,https://education.vermont.gov/sites/aoe/files/documents/edu-appendix-f-snapshots.pdf,PDF
